Guideline Name,Name,Related Chemicals,Text,Implications,Lookup Key
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312130,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Poor Metabolizer; NUDT15=Normal Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312143,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Normal Metabolizer; NUDT15=Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312132,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities. Patients who are heterozygous for both TPMT and NUDT15 may require more substantial dosage reductions. Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Intermediate Metabolizer; NUDT15=Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312145,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Indeterminate; NUDT15=Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312121,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Indeterminate; NUDT15=Poor Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312141,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Possible Intermediate Metabolizer; NUDT15=No Result
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312139,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Possible Intermediate Metabolizer; NUDT15=Normal Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312128,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Poor Metabolizer; NUDT15=Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312122,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Intermediate Metabolizer; NUDT15=Poor Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312146,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=No Result; NUDT15=Possible Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312135,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities. Patients who are heterozygous for both TPMT and NUDT15 may require more substantial dosage reductions. Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Possible Intermediate Metabolizer; NUDT15=Possible Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312137,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Intermediate Metabolizer; NUDT15=Indeterminate
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312124,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Normal Metabolizer; NUDT15=Poor Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312126,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Possible Intermediate Metabolizer; NUDT15=Poor Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312142,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Normal Metabolizer; NUDT15=Possible Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312131,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Poor Metabolizer; NUDT15=Possible Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312144,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Indeterminate; NUDT15=Possible Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312133,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities. Patients who are heterozygous for both TPMT and NUDT15 may require more substantial dosage reductions. Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Possible Intermediate Metabolizer; NUDT15=Intermediate Metabolizer
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312140,thioguanine,"<p>&quot;Most patients with heterozygous TPMT or NUDT15 deficiency tolerate recommended thioguanine doses, but some require dose reduction based on toxicities...Reduce the dosage based on tolerability.&quot; See label for more information.</p>
",,TPMT=Possible Intermediate Metabolizer; NUDT15=Indeterminate
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312127,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Poor Metabolizer; NUDT15=Indeterminate
"Annotation of FDA Label for thioguanine and NUDT15, TPMT",Recommendation Annotation PA166312129,thioguanine,"<p>&quot;Patients with homozygous deficiency of either TPMT or NUDT15 enzyme typically require 10% or less of the standard thioguanine dosage. Reduce initial dosage in patients who are known to have homozygous TPMT or NUDT15 deficiency.&quot; See label for more information.</p>
",,TPMT=Poor Metabolizer; NUDT15=No Result
Annotation of FDA Label for thioridazine and CYP2D6,Recommendation Annotation PA166312942,thioridazine,"<p>&quot;...thioridazine is contraindicated...in patients, comprising about 7% of the normal population, who are known to have a genetic defect leading to reduced levels of activity of P450 2D6.&quot; See label for more information.</p>
",,CYP2D6=0.5
Annotation of FDA Label for thioridazine and CYP2D6,Recommendation Annotation PA166312401,thioridazine,"<p>&quot;...thioridazine is contraindicated...in patients, comprising about 7% of the normal population, who are known to have a genetic defect leading to reduced levels of activity of P450 2D6.&quot; See label for more information.</p>
",,CYP2D6=0.0
Annotation of FDA Label for thioridazine and CYP2D6,Recommendation Annotation PA166312943,thioridazine,"<p>&quot;...thioridazine is contraindicated...in patients, comprising about 7% of the normal population, who are known to have a genetic defect leading to reduced levels of activity of P450 2D6.&quot; See label for more information.</p>
",,CYP2D6=1.0
Annotation of FDA Label for thioridazine and CYP2D6,Recommendation Annotation PA166312941,thioridazine,"<p>&quot;...thioridazine is contraindicated...in patients, comprising about 7% of the normal population, who are known to have a genetic defect leading to reduced levels of activity of P450 2D6.&quot; See label for more information.</p>
",,CYP2D6=0.25
Annotation of FDA Label for thioridazine and CYP2D6,Recommendation Annotation PA166312961,thioridazine,"<p>&quot;...thioridazine is contraindicated...in patients, comprising about 7% of the normal population, who are known to have a genetic defect leading to reduced levels of activity of P450 2D6.&quot; See label for more information.</p>
",,CYP2D6=0.75
Annotation of FDA Label for tobramycin and MT-RNR1,Recommendation Annotation PA166341101,tobramycin,"<p>The tobramycin label states: &quot;Cases of ototoxicity with aminoglycosides have been observed in patients with certain variants in the mitochondrially encoded 12S rRNA gene (MT-RNR1), particularly the m.1555A&gt;G variant. ... In case of known maternal history of ototoxicity due to aminoglycoside use or a known mitochondrial DNA variant in the patient, consider alternative treatments other than aminoglycosides unless the increased risk of permanent hearing loss is outweighed by the severity of infection and lack of safe and effective alternative therapies.&quot; See label for more information.</p>
",,MT-RNR1=increased risk of aminoglycoside-induced hearing loss
